fileName,centromere_ABS_Position,centromere_PER_Position,avergeRED,chromosomeLength,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,Obj.ID,mouse,category,strain,sex,subsp
20jul15_18may15_PWD_m1_sp1_22_rev,6.1938,0.090015,0.74093,69,2,4,20jul15_18may15_PWD_m1_sp1_22_rev_4,1,0,0,,1,62,,,20jul15_18may15_PWD_m1_sp1_22_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_22_rev,6.6277,0.061597,0.71002,108,6,5,20jul15_18may15_PWD_m1_sp1_22_rev_5,1,0,0,,1,55,,,20jul15_18may15_PWD_m1_sp1_22_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_22_rev,2.6029,0.034221,0.74608,76,5,8,20jul15_18may15_PWD_m1_sp1_22_rev_8,1,0,0,,1,62,,,20jul15_18may15_PWD_m1_sp1_22_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_22_rev,5.093,0.052545,0.71861,97,6,9,20jul15_18may15_PWD_m1_sp1_22_rev_9,1,0,0,,2,26,87,,20jul15_18may15_PWD_m1_sp1_22_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,3.7117,0.038755,0.8223,96,5,1,20jul15_18may15_PWD_m1_sp1_24_rev_1,1,0,,,2,14,84,,20jul15_18may15_PWD_m1_sp1_24_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,3.8462,0.031075,0.75524,124,2,12,20jul15_18may15_PWD_m1_sp1_24_rev_12,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_24_rev_12,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,3.8533,0.041704,0.66313,92,3,16,20jul15_18may15_PWD_m1_sp1_24_rev_16,1,0,,,1,71,,,20jul15_18may15_PWD_m1_sp1_24_rev_16,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,3.5298,0.10291,0.66948,34,5,17,20jul15_18may15_PWD_m1_sp1_24_rev_17,0,0,,,,,,,20jul15_18may15_PWD_m1_sp1_24_rev_17,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,4.7786,0.039454,0.6207,121,3,19,20jul15_18may15_PWD_m1_sp1_24_rev_19,1,0,,,2,52,105,,20jul15_18may15_PWD_m1_sp1_24_rev_19,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,4.7157,0.059292,0.74578,80,8,2,20jul15_18may15_PWD_m1_sp1_24_rev_2,1,0,,,,,,,20jul15_18may15_PWD_m1_sp1_24_rev_2,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,5.8023,0.067639,0.75865,86,4,4,20jul15_18may15_PWD_m1_sp1_24_rev_4,1,0,,,2,25,77,,20jul15_18may15_PWD_m1_sp1_24_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,4.597,0.043575,0.74745,105,4,5,20jul15_18may15_PWD_m1_sp1_24_rev_5,1,0,,,2,20,80,,20jul15_18may15_PWD_m1_sp1_24_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,3.5783,0.028144,0.75437,127,6,8,20jul15_18may15_PWD_m1_sp1_24_rev_8,1,0,,,1,70,,,20jul15_18may15_PWD_m1_sp1_24_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_24_rev,6.1427,0.13361,0.69806,46,4,9,20jul15_18may15_PWD_m1_sp1_24_rev_9,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_24_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,4.1293,0.054678,0.78359,76,1,1,20jul15_18may15_PWD_m1_sp1_28_rev_1,1,1,,,1,49,,,20jul15_18may15_PWD_m1_sp1_28_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,4.2163,0.075464,0.70145,56,1,10,20jul15_18may15_PWD_m1_sp1_28_rev_10,1,1,,,1,27,,,20jul15_18may15_PWD_m1_sp1_28_rev_10,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,5.489,0.069378,0.71772,79,1,17,20jul15_18may15_PWD_m1_sp1_28_rev_17,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_28_rev_17,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,5.6831,0.064711,0.803,88,2,3,20jul15_18may15_PWD_m1_sp1_28_rev_3,1,1,,,2,29,74,,20jul15_18may15_PWD_m1_sp1_28_rev_3,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,4.171,0.14209,0.81114,29,1,4,20jul15_18may15_PWD_m1_sp1_28_rev_4,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_28_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,11.0926,0.14567,0.74902,76,3,5,20jul15_18may15_PWD_m1_sp1_28_rev_5,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_28_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,5.1429,0.059167,0.73838,87,1,6,20jul15_18may15_PWD_m1_sp1_28_rev_6,1,1,,,1,66,,,20jul15_18may15_PWD_m1_sp1_28_rev_6,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,3.125,0.034139,0.81184,92,1,7,20jul15_18may15_PWD_m1_sp1_28_rev_7,1,1,,,1,58,,,20jul15_18may15_PWD_m1_sp1_28_rev_7,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_28_rev,3.3141,0.049951,0.66041,66,2,9,20jul15_18may15_PWD_m1_sp1_28_rev_9,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_28_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,3.4298,0.035314,0.6096,97,2,11,20jul15_18may15_PWD_m1_sp1_29.1_rev_11,1,1,1,,2,29,88,,20jul15_18may15_PWD_m1_sp1_29.1_rev_11,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,2.7869,0.13426,0.69105,21,3,13,20jul15_18may15_PWD_m1_sp1_29.1_rev_13,,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_13,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,1.7157,0.013413,0.63103,128,2,14,20jul15_18may15_PWD_m1_sp1_29.1_rev_14,,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_14,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,2.7779,0.06793,0.60589,41,5,16,20jul15_18may15_PWD_m1_sp1_29.1_rev_16,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_16,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,4.6976,0.057945,0.58531,81,3,17,20jul15_18may15_PWD_m1_sp1_29.1_rev_17,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_17,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,2.8482,0.043074,0.68923,66,1,3,20jul15_18may15_PWD_m1_sp1_29.1_rev_3,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_3,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,5.8532,0.056116,0.6825,104,2,4,20jul15_18may15_PWD_m1_sp1_29.1_rev_4,1,1,,,2,31,87,,20jul15_18may15_PWD_m1_sp1_29.1_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,7.6059,0.13875,0.7335,55,1,6,20jul15_18may15_PWD_m1_sp1_29.1_rev_6,1,1,,,1,44,,,20jul15_18may15_PWD_m1_sp1_29.1_rev_6,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,5.2471,0.056099,0.6716,94,2,8,20jul15_18may15_PWD_m1_sp1_29.1_rev_8,1,1,,,2,35,77,,20jul15_18may15_PWD_m1_sp1_29.1_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.1_rev,6.5238,0.061473,0.65108,106,2,9,20jul15_18may15_PWD_m1_sp1_29.1_rev_9,1,1,,,2,24,84,,20jul15_18may15_PWD_m1_sp1_29.1_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.0088,0.071355,0.50393,56,1,16,20jul15_18may15_PWD_m1_sp1_29.2_rev_16,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.2_rev_16,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.2_rev,9.864,0.16207,0.57237,61,2,3,20jul15_18may15_PWD_m1_sp1_29.2_rev_3,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.2_rev_3,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.6275,0.040993,0.5311,113,5,4,20jul15_18may15_PWD_m1_sp1_29.2_rev_4,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.2_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.3627,0.048909,0.56251,89,1,5,20jul15_18may15_PWD_m1_sp1_29.2_rev_5,1,1,,,1,55,,,20jul15_18may15_PWD_m1_sp1_29.2_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,7.5662,0.075468,0.63523,100,2,1,20jul15_18may15_PWD_m1_sp1_29.3_rev_1,1,1,,,2,28,84,,20jul15_18may15_PWD_m1_sp1_29.3_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,6.3669,0.049816,0.53909,128,2,10,20jul15_18may15_PWD_m1_sp1_29.3_rev_10,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.3_rev_10,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.055,0.034005,0.58855,90,1,11,20jul15_18may15_PWD_m1_sp1_29.3_rev_11,1,1,,,1,56,,,20jul15_18may15_PWD_m1_sp1_29.3_rev_11,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.965,0.036902,0.60644,107,2,12,20jul15_18may15_PWD_m1_sp1_29.3_rev_12,1,1,,,2,26,94,,20jul15_18may15_PWD_m1_sp1_29.3_rev_12,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,17.222,0.095338,0.6147,181,24,13,20jul15_18may15_PWD_m1_sp1_29.3_rev_13,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.3_rev_13,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,6.181,0.10263,0.57115,60,1,15,20jul15_18may15_PWD_m1_sp1_29.3_rev_15,1,1,,,1,31,,,20jul15_18may15_PWD_m1_sp1_29.3_rev_15,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,5.5157,0.048946,0.57936,113,2,2,20jul15_18may15_PWD_m1_sp1_29.3_rev_2,1,1,,,2,43,100,,20jul15_18may15_PWD_m1_sp1_29.3_rev_2,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,4.0442,0.093477,0.55706,43,1,6,20jul15_18may15_PWD_m1_sp1_29.3_rev_6,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_29.3_rev_6,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.8393,0.042896,0.59471,90,2,7,20jul15_18may15_PWD_m1_sp1_29.3_rev_7,1,1,,,2,20,80,,20jul15_18may15_PWD_m1_sp1_29.3_rev_7,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_29.3_rev,4.8256,0.070899,0.63706,68,2,9,20jul15_18may15_PWD_m1_sp1_29.3_rev_9,1,1,,,2,26,60,,20jul15_18may15_PWD_m1_sp1_29.3_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,4.77,0.048388,0.89223,99,6,1,20jul15_18may15_PWD_m1_sp1_30_rev_1,,,,,,,,,20jul15_18may15_PWD_m1_sp1_30_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,3.8851,0.035965,0.87475,108,5,10,20jul15_18may15_PWD_m1_sp1_30_rev_10,1,0,,,2,33,93,,20jul15_18may15_PWD_m1_sp1_30_rev_10,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,6.2313,0.039383,0.82219,158,5,11,20jul15_18may15_PWD_m1_sp1_30_rev_11,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_30_rev_11,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,6.1576,0.057318,0.82812,107,4,12,20jul15_18may15_PWD_m1_sp1_30_rev_12,1,1,,,2,36,103,,20jul15_18may15_PWD_m1_sp1_30_rev_12,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,5.1339,0.056274,0.85744,91,3,14,20jul15_18may15_PWD_m1_sp1_30_rev_14,1,0,,,2,22,83,,20jul15_18may15_PWD_m1_sp1_30_rev_14,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,7.1816,0.11966,0.82285,60,2,17,20jul15_18may15_PWD_m1_sp1_30_rev_17,1,0,,,1,54,,,20jul15_18may15_PWD_m1_sp1_30_rev_17,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,3.4644,0.027047,0.86876,128,4,2,20jul15_18may15_PWD_m1_sp1_30_rev_2,1,0,,,2,34,120,,20jul15_18may15_PWD_m1_sp1_30_rev_2,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,6.6799,0.056018,0.86634,119,4,5,20jul15_18may15_PWD_m1_sp1_30_rev_5,1,0,,,2,65,110,,20jul15_18may15_PWD_m1_sp1_30_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,6.7224,0.092092,0.89209,73,4,6,20jul15_18may15_PWD_m1_sp1_30_rev_6,1,0,,,1,37,,,20jul15_18may15_PWD_m1_sp1_30_rev_6,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,4.2424,0.11545,0.91813,37,6,7,20jul15_18may15_PWD_m1_sp1_30_rev_7,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_30_rev_7,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,6.0367,0.063289,0.82953,95,4,8,20jul15_18may15_PWD_m1_sp1_30_rev_8,1,0,,,1,50,,,20jul15_18may15_PWD_m1_sp1_30_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_30_rev,2.6009,0.026183,0.87013,99,5,9,20jul15_18may15_PWD_m1_sp1_30_rev_9,1,0,,,2,21,87,,20jul15_18may15_PWD_m1_sp1_30_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.6494,0.042345,0.82465,86,7,1,20jul15_18may15_PWD_m1_sp1_6_rev_1,1,0,,2 cells but good segmentaion,1,63,,,20jul15_18may15_PWD_m1_sp1_6_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,7.2065,0.066217,0.72268,109,7,12,20jul15_18may15_PWD_m1_sp1_6_rev_12,1,0,,,2,34,97,,20jul15_18may15_PWD_m1_sp1_6_rev_12,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.0468,0.048122,0.80107,63,3,13,20jul15_18may15_PWD_m1_sp1_6_rev_13,1,0,,,1,17,,,20jul15_18may15_PWD_m1_sp1_6_rev_13,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,4.2217,0.12126,0.79617,35,1,14,20jul15_18may15_PWD_m1_sp1_6_rev_14,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_14,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,6.6574,0.054406,0.77186,122,3,15,20jul15_18may15_PWD_m1_sp1_6_rev_15,1,0,,,2,14,118,,20jul15_18may15_PWD_m1_sp1_6_rev_15,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.3333,0.049704,0.80099,67,5,16,20jul15_18may15_PWD_m1_sp1_6_rev_16,?,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_16,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,8.4468,0.15137,0.79126,56,3,18,20jul15_18may15_PWD_m1_sp1_6_rev_18,?,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_18,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,2.9412,0.031911,0.86425,92,9,2,20jul15_18may15_PWD_m1_sp1_6_rev_2,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_2,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,5.66,0.070075,0.78856,81,3,20,20jul15_18may15_PWD_m1_sp1_6_rev_20,1,0,,,2,11,67,,20jul15_18may15_PWD_m1_sp1_6_rev_20,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.9628,0.037893,0.71899,105,4,21,20jul15_18may15_PWD_m1_sp1_6_rev_21,1,0,,,2,23,94,,20jul15_18may15_PWD_m1_sp1_6_rev_21,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,4.2581,0.044615,0.78055,95,2,22,20jul15_18may15_PWD_m1_sp1_6_rev_22,1,0,,,1,69,,,20jul15_18may15_PWD_m1_sp1_6_rev_22,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,6.7647,0.18151,0.72657,37,1,23,20jul15_18may15_PWD_m1_sp1_6_rev_23,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_23,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,5.333,0.067527,0.77603,79,6,27,20jul15_18may15_PWD_m1_sp1_6_rev_27,1,0,,,1,56,,,20jul15_18may15_PWD_m1_sp1_6_rev_27,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,6.9353,0.073634,0.82498,94,7,3,20jul15_18may15_PWD_m1_sp1_6_rev_3,1,0,,,1,63,,,20jul15_18may15_PWD_m1_sp1_6_rev_3,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.1071,0.054229,0.73863,57,5,31,20jul15_18may15_PWD_m1_sp1_6_rev_31,?1,0,,,1?,,,,20jul15_18may15_PWD_m1_sp1_6_rev_31,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,8.4296,0.19235,0.66919,44,2,36,20jul15_18may15_PWD_m1_sp1_6_rev_36,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_36,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,2.7273,0.025595,0.82572,107,5,4,20jul15_18may15_PWD_m1_sp1_6_rev_4,1,0,,,2,12,95,,20jul15_18may15_PWD_m1_sp1_6_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.9924,0.042167,0.74773,95,1,7,20jul15_18may15_PWD_m1_sp1_6_rev_7,1,1,,,1,39,,,20jul15_18may15_PWD_m1_sp1_6_rev_7,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,6.6439,0.14106,0.8507,47,4,8,20jul15_18may15_PWD_m1_sp1_6_rev_8,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_6_rev,3.1093,0.023822,0.85817,131,8,9,20jul15_18may15_PWD_m1_sp1_6_rev_9,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_6_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,3.125,0.024091,0.8145,130,3,1,20jul15_18may15_PWD_m1_sp1_9.1_rev_1,1,0,0,,3,9,82,128,20jul15_18may15_PWD_m1_sp1_9.1_rev_1,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,5.0657,0.045699,0.80518,111,5,10,20jul15_18may15_PWD_m1_sp1_9.1_rev_10,1,0,0,,2,11,101,,20jul15_18may15_PWD_m1_sp1_9.1_rev_10,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,7.1571,0.11618,0.76363,62,3,11,20jul15_18may15_PWD_m1_sp1_9.1_rev_11,1,0,0,,1,60,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_11,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,13.26,0.15267,0.77396,87,3,14,20jul15_18may15_PWD_m1_sp1_9.1_rev_14,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_14,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.7517,0.12578,0.74927,38,2,16,20jul15_18may15_PWD_m1_sp1_9.1_rev_16,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_16,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,6.5228,0.14802,0.75325,44,3,18,20jul15_18may15_PWD_m1_sp1_9.1_rev_18,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_18,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.1732,0.079864,0.82838,52,4,2,20jul15_18may15_PWD_m1_sp1_9.1_rev_2,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_2,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,3.4124,0.029757,0.82779,115,7,3,20jul15_18may15_PWD_m1_sp1_9.1_rev_3,1,0,0,,2,41,112,,20jul15_18may15_PWD_m1_sp1_9.1_rev_3,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.5268,0.037406,0.83464,121,3,4,20jul15_18may15_PWD_m1_sp1_9.1_rev_4,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_4,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.3759,0.067669,0.87183,65,5,5,20jul15_18may15_PWD_m1_sp1_9.1_rev_5,1,0,0,,2,18,57,,20jul15_18may15_PWD_m1_sp1_9.1_rev_5,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,8.4525,0.067452,0.82777,125,10,8,20jul15_18may15_PWD_m1_sp1_9.1_rev_8,1,0,0,,1,81,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_8,18may15_PWD_m1,PWD male,PWD,male,Musc
20jul15_18may15_PWD_m1_sp1_9.1_rev,10.5294,0.11249,0.81573,94,5,9,20jul15_18may15_PWD_m1_sp1_9.1_rev_9,0,,,,,,,,20jul15_18may15_PWD_m1_sp1_9.1_rev_9,18may15_PWD_m1,PWD male,PWD,male,Musc
