fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,
20jul15_18may15_PWD_m1_sp1_15_rev,94,5.1096,0.054607,6,20jul15_18may15_PWD_m1_sp1_15_rev_6,1,0,,,2,19,80,,
20jul15_18may15_PWD_m1_sp1_15_rev,96,6.9221,0.072416,7,20jul15_18may15_PWD_m1_sp1_15_rev_7,1,0,,,2,26,82,,
20jul15_18may15_PWD_m1_sp1_15_rev,87,3.1985,0.036737,8,20jul15_18may15_PWD_m1_sp1_15_rev_8,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,72,4.6174,0.064104,1,20jul15_18may15_PWD_m1_sp1_17_rev_1,0,,,"seems like more than 2 cells, but good segmentation",,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,65,2.8147,0.043635,10,20jul15_18may15_PWD_m1_sp1_17_rev_10,1,0,,,1,56,,,
20jul15_18may15_PWD_m1_sp1_17_rev,97,5.3582,0.055243,11,20jul15_18may15_PWD_m1_sp1_17_rev_11,1,0,,,2,12,89,,
20jul15_18may15_PWD_m1_sp1_17_rev,65,2.9032,0.044358,12,20jul15_18may15_PWD_m1_sp1_17_rev_12,1,0,,,2,16,50,,
20jul15_18may15_PWD_m1_sp1_17_rev,75,3.0297,0.040641,13,20jul15_18may15_PWD_m1_sp1_17_rev_13,1,0,,,1,30,,,
20jul15_18may15_PWD_m1_sp1_17_rev,75,2.1538,0.028535,14,20jul15_18may15_PWD_m1_sp1_17_rev_14,1,0,,,1,19,,,
20jul15_18may15_PWD_m1_sp1_17_rev,104,4.6287,0.044549,15,20jul15_18may15_PWD_m1_sp1_17_rev_15,1,1,,,2,14,87,,
20jul15_18may15_PWD_m1_sp1_17_rev,87,4.8498,0.055627,16,20jul15_18may15_PWD_m1_sp1_17_rev_16,1,0,,,2,25,63,,
20jul15_18may15_PWD_m1_sp1_17_rev,95,4.2169,0.044367,17,20jul15_18may15_PWD_m1_sp1_17_rev_17,1,1,,,2,15,72,,
20jul15_18may15_PWD_m1_sp1_17_rev,67,1.7391,0.025912,18,20jul15_18may15_PWD_m1_sp1_17_rev_18,1,1,,,2,10,53,,
20jul15_18may15_PWD_m1_sp1_17_rev,120,2.9104,0.024158,19,20jul15_18may15_PWD_m1_sp1_17_rev_19,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,96,3.1997,0.033368,2,20jul15_18may15_PWD_m1_sp1_17_rev_2,1,1,,,2,28,88,,
20jul15_18may15_PWD_m1_sp1_17_rev,78,3.1655,0.040823,20,20jul15_18may15_PWD_m1_sp1_17_rev_20,1,0,,,2,20,70,,
20jul15_18may15_PWD_m1_sp1_17_rev,75,5.7292,0.076,22,20jul15_18may15_PWD_m1_sp1_17_rev_22,1,0,,,2,31,65,,
20jul15_18may15_PWD_m1_sp1_17_rev,70,3.1071,0.044557,23,20jul15_18may15_PWD_m1_sp1_17_rev_23,1,0,,,1,42,,,
20jul15_18may15_PWD_m1_sp1_17_rev,51,3.9558,0.077914,24,20jul15_18may15_PWD_m1_sp1_17_rev_24,1,1,,,1,45,,,
20jul15_18may15_PWD_m1_sp1_17_rev,58,2.5613,0.044522,25,20jul15_18may15_PWD_m1_sp1_17_rev_25,1,0,,,1,13,,,
20jul15_18may15_PWD_m1_sp1_17_rev,90,2,0.022138,29,20jul15_18may15_PWD_m1_sp1_17_rev_29,1,1,,,2,26,83,,
20jul15_18may15_PWD_m1_sp1_17_rev,87,4.1447,0.04756,3,20jul15_18may15_PWD_m1_sp1_17_rev_3,1,0,,,2,40,78,,
20jul15_18may15_PWD_m1_sp1_17_rev,91,5.0501,0.055677,30,20jul15_18may15_PWD_m1_sp1_17_rev_30,1,1,,,2,29,77,,
20jul15_18may15_PWD_m1_sp1_17_rev,109,5.3389,0.048772,31,20jul15_18may15_PWD_m1_sp1_17_rev_31,1,0,,,1,63,,,
20jul15_18may15_PWD_m1_sp1_17_rev,48,4.5952,0.096351,32,20jul15_18may15_PWD_m1_sp1_17_rev_32,1,1,,,1,22,,,
20jul15_18may15_PWD_m1_sp1_17_rev,63,6.119,0.097011,33,20jul15_18may15_PWD_m1_sp1_17_rev_33,1,1,,,1,55,,,
20jul15_18may15_PWD_m1_sp1_17_rev,94,5.641,0.059998,37,20jul15_18may15_PWD_m1_sp1_17_rev_37,1,1,,,2,18,71,,
20jul15_18may15_PWD_m1_sp1_17_rev,77,8.4507,0.11033,38,20jul15_18may15_PWD_m1_sp1_17_rev_38,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,119,4.8501,0.040785,4,20jul15_18may15_PWD_m1_sp1_17_rev_4,1,1,,,2,35,112,,
20jul15_18may15_PWD_m1_sp1_17_rev,67,2.6494,0.039756,5,20jul15_18may15_PWD_m1_sp1_17_rev_5,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,59,5.2754,0.089742,6,20jul15_18may15_PWD_m1_sp1_17_rev_6,1,0,,,2,11,41,,
20jul15_18may15_PWD_m1_sp1_17_rev,159,3.6281,0.02285,7,20jul15_18may15_PWD_m1_sp1_17_rev_7,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_17_rev,84,5.8847,0.06978,9,20jul15_18may15_PWD_m1_sp1_17_rev_9,1,1,,,1,42,,,
20jul15_18may15_PWD_m1_sp1_19_rev,125,4.6764,0.037306,1,20jul15_18may15_PWD_m1_sp1_19_rev_1,1,1,1,,2,47,112,,
20jul15_18may15_PWD_m1_sp1_19_rev,110,2.8571,0.02591,10,20jul15_18may15_PWD_m1_sp1_19_rev_10,1,1,1,,2,20,98,,
20jul15_18may15_PWD_m1_sp1_19_rev,95,15.216,0.16062,12,20jul15_18may15_PWD_m1_sp1_19_rev_12,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,29,3.6369,0.12657,13,20jul15_18may15_PWD_m1_sp1_19_rev_13,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,40,3.3846,0.083938,15,20jul15_18may15_PWD_m1_sp1_19_rev_15,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,134,4.9467,0.036863,2,20jul15_18may15_PWD_m1_sp1_19_rev_2,1,1,1,,2,12,125,,
20jul15_18may15_PWD_m1_sp1_19_rev,128,7.1758,0.056219,3,20jul15_18may15_PWD_m1_sp1_19_rev_3,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,56,5.596,0.099827,4,20jul15_18may15_PWD_m1_sp1_19_rev_4,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,71,11.3043,0.15939,6,20jul15_18may15_PWD_m1_sp1_19_rev_6,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_19_rev,75,9.0374,0.12114,7,20jul15_18may15_PWD_m1_sp1_19_rev_7,1,1,1,,1,56,,,
20jul15_18may15_PWD_m1_sp1_19_rev,75,0.31746,0.0042264,9,20jul15_18may15_PWD_m1_sp1_19_rev_9,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,88,1.5213,0.017308,1,20jul15_18may15_PWD_m1_sp1_20.2_rev_1,1,0,,,1,79,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,90,4.1186,0.045933,10,20jul15_18may15_PWD_m1_sp1_20.2_rev_10,1,0,,,1,42,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,88,3.0164,0.034392,11,20jul15_18may15_PWD_m1_sp1_20.2_rev_11,1,1,,,2,15,78,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,90,4.6605,0.051738,13,20jul15_18may15_PWD_m1_sp1_20.2_rev_13,1,,,foci are faint,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,67,5.6677,0.084452,14,20jul15_18may15_PWD_m1_sp1_20.2_rev_14,1,,,foci are faint,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,75,4.4147,0.058867,16,20jul15_18may15_PWD_m1_sp1_20.2_rev_16,1,,,foci are faint,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,56,5.7879,0.10314,19,20jul15_18may15_PWD_m1_sp1_20.2_rev_19,1,0,,?,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,77,4.5621,0.059204,2,20jul15_18may15_PWD_m1_sp1_20.2_rev_2,1,0,,,1,69,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,50,3.7869,0.076169,20,20jul15_18may15_PWD_m1_sp1_20.2_rev_20,,,,,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,98,4.4925,0.045678,3,20jul15_18may15_PWD_m1_sp1_20.2_rev_3,1,1,,,1,77,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,92,3.9743,0.043031,4,20jul15_18may15_PWD_m1_sp1_20.2_rev_4,1,1,,,1,45,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,47,5.3724,0.11501,5,20jul15_18may15_PWD_m1_sp1_20.2_rev_5,,,,,,,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,80,3.0103,0.037837,6,20jul15_18may15_PWD_m1_sp1_20.2_rev_6,1,0,,,1,30,,,
20jul15_18may15_PWD_m1_sp1_20.2_rev,93,1.2698,0.013596,7,20jul15_18may15_PWD_m1_sp1_20.2_rev_7,1,0,,,1,90,,,
20jul15_18may15_PWD_m1_sp1_21_rev,62,3.0986,0.050232,1,20jul15_18may15_PWD_m1_sp1_21_rev_1,1,1,,,1,50,,,
20jul15_18may15_PWD_m1_sp1_21_rev,94,7.4041,0.078838,11,20jul15_18may15_PWD_m1_sp1_21_rev_11,1,0,,,1,88,,,
20jul15_18may15_PWD_m1_sp1_21_rev,86,4,0.046763,12,20jul15_18may15_PWD_m1_sp1_21_rev_12,1,0,,,1,58,,,
20jul15_18may15_PWD_m1_sp1_21_rev,71,3.2312,0.045272,14,20jul15_18may15_PWD_m1_sp1_21_rev_14,1,0,,,1,47,,,
20jul15_18may15_PWD_m1_sp1_21_rev,104,4.1029,0.039389,15,20jul15_18may15_PWD_m1_sp1_21_rev_15,1,0,,,2,25,98,,
20jul15_18may15_PWD_m1_sp1_21_rev,130,3.2836,0.025173,2,20jul15_18may15_PWD_m1_sp1_21_rev_2,1,0,,,2,67,128,,
20jul15_18may15_PWD_m1_sp1_21_rev,157,4.9883,0.031707,3,20jul15_18may15_PWD_m1_sp1_21_rev_3,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_21_rev,102,1.2121,0.011829,5,20jul15_18may15_PWD_m1_sp1_21_rev_5,1,0,,,1,77,,,
20jul15_18may15_PWD_m1_sp1_22_rev,104,4.4892,0.043118,1,20jul15_18may15_PWD_m1_sp1_22_rev_1,1,0,,foci sorta bright,2,26,84,,
20jul15_18may15_PWD_m1_sp1_22_rev,54,3.1856,0.059035,10,20jul15_18may15_PWD_m1_sp1_22_rev_10,1,0,,,1,30,,,
20jul15_18may15_PWD_m1_sp1_22_rev,89,3.4774,0.039229,11,20jul15_18may15_PWD_m1_sp1_22_rev_11,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_22_rev,111,2.4242,0.021765,13,20jul15_18may15_PWD_m1_sp1_22_rev_13,1,0,0,,2,26,91,,
20jul15_18may15_PWD_m1_sp1_22_rev,97,3.1889,0.032977,14,20jul15_18may15_PWD_m1_sp1_22_rev_14,1,0,0,,2,20,72,,
20jul15_18may15_PWD_m1_sp1_22_rev,78,9.552,0.12207,16,20jul15_18may15_PWD_m1_sp1_22_rev_16,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_22_rev,108,4.9368,0.045533,17,20jul15_18may15_PWD_m1_sp1_22_rev_17,1,0,0,,2,32,104,,
20jul15_18may15_PWD_m1_sp1_22_rev,87,5.4392,0.062581,18,20jul15_18may15_PWD_m1_sp1_22_rev_18,1,0,0,,2,17,78,,
20jul15_18may15_PWD_m1_sp1_22_rev,99,3.7513,0.037999,2,20jul15_18may15_PWD_m1_sp1_22_rev_2,1,0,0,,2,21,82,,
20jul15_18may15_PWD_m1_sp1_22_rev,76,4.5625,0.060186,3,20jul15_18may15_PWD_m1_sp1_22_rev_3,1,0,0,,1,22,,,
20jul15_18may15_PWD_m1_sp1_22_rev,69,6.1938,0.090015,4,20jul15_18may15_PWD_m1_sp1_22_rev_4,1,0,0,,1,62,,,
20jul15_18may15_PWD_m1_sp1_22_rev,108,6.6277,0.061597,5,20jul15_18may15_PWD_m1_sp1_22_rev_5,1,0,0,,1,55,,,
20jul15_18may15_PWD_m1_sp1_22_rev,76,2.6029,0.034221,8,20jul15_18may15_PWD_m1_sp1_22_rev_8,1,0,0,,1,62,,,
20jul15_18may15_PWD_m1_sp1_22_rev,97,5.093,0.052545,9,20jul15_18may15_PWD_m1_sp1_22_rev_9,1,0,0,,2,26,87,,
20jul15_18may15_PWD_m1_sp1_24_rev,96,3.7117,0.038755,1,20jul15_18may15_PWD_m1_sp1_24_rev_1,1,0,,,2,14,84,,
20jul15_18may15_PWD_m1_sp1_24_rev,124,3.8462,0.031075,12,20jul15_18may15_PWD_m1_sp1_24_rev_12,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_24_rev,92,3.8533,0.041704,16,20jul15_18may15_PWD_m1_sp1_24_rev_16,1,0,,,1,71,,,
20jul15_18may15_PWD_m1_sp1_24_rev,34,3.5298,0.10291,17,20jul15_18may15_PWD_m1_sp1_24_rev_17,0,0,,,,,,,
20jul15_18may15_PWD_m1_sp1_24_rev,121,4.7786,0.039454,19,20jul15_18may15_PWD_m1_sp1_24_rev_19,1,0,,,2,52,105,,
20jul15_18may15_PWD_m1_sp1_24_rev,80,4.7157,0.059292,2,20jul15_18may15_PWD_m1_sp1_24_rev_2,1,0,,,,,,,
20jul15_18may15_PWD_m1_sp1_24_rev,86,5.8023,0.067639,4,20jul15_18may15_PWD_m1_sp1_24_rev_4,1,0,,,2,25,77,,
20jul15_18may15_PWD_m1_sp1_24_rev,105,4.597,0.043575,5,20jul15_18may15_PWD_m1_sp1_24_rev_5,1,0,,,2,20,80,,
20jul15_18may15_PWD_m1_sp1_24_rev,127,3.5783,0.028144,8,20jul15_18may15_PWD_m1_sp1_24_rev_8,1,0,,,1,70,,,
20jul15_18may15_PWD_m1_sp1_24_rev,46,6.1427,0.13361,9,20jul15_18may15_PWD_m1_sp1_24_rev_9,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_28_rev,76,4.1293,0.054678,1,20jul15_18may15_PWD_m1_sp1_28_rev_1,1,1,,,1,49,,,
20jul15_18may15_PWD_m1_sp1_28_rev,56,4.2163,0.075464,10,20jul15_18may15_PWD_m1_sp1_28_rev_10,1,1,,,1,27,,,
20jul15_18may15_PWD_m1_sp1_28_rev,79,5.489,0.069378,17,20jul15_18may15_PWD_m1_sp1_28_rev_17,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_28_rev,88,5.6831,0.064711,3,20jul15_18may15_PWD_m1_sp1_28_rev_3,1,1,,,2,29,74,,
20jul15_18may15_PWD_m1_sp1_28_rev,29,4.171,0.14209,4,20jul15_18may15_PWD_m1_sp1_28_rev_4,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_28_rev,76,11.0926,0.14567,5,20jul15_18may15_PWD_m1_sp1_28_rev_5,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_28_rev,87,5.1429,0.059167,6,20jul15_18may15_PWD_m1_sp1_28_rev_6,1,1,,,1,66,,,
20jul15_18may15_PWD_m1_sp1_28_rev,92,3.125,0.034139,7,20jul15_18may15_PWD_m1_sp1_28_rev_7,1,1,,,1,58,,,
20jul15_18may15_PWD_m1_sp1_28_rev,66,3.3141,0.049951,9,20jul15_18may15_PWD_m1_sp1_28_rev_9,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,97,3.4298,0.035314,11,20jul15_18may15_PWD_m1_sp1_29.1_rev_11,1,1,1,,2,29,88,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,21,2.7869,0.13426,13,20jul15_18may15_PWD_m1_sp1_29.1_rev_13,,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,128,1.7157,0.013413,14,20jul15_18may15_PWD_m1_sp1_29.1_rev_14,,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,41,2.7779,0.06793,16,20jul15_18may15_PWD_m1_sp1_29.1_rev_16,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,81,4.6976,0.057945,17,20jul15_18may15_PWD_m1_sp1_29.1_rev_17,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,66,2.8482,0.043074,3,20jul15_18may15_PWD_m1_sp1_29.1_rev_3,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,104,5.8532,0.056116,4,20jul15_18may15_PWD_m1_sp1_29.1_rev_4,1,1,,,2,31,87,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,55,7.6059,0.13875,6,20jul15_18may15_PWD_m1_sp1_29.1_rev_6,1,1,,,1,44,,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,94,5.2471,0.056099,8,20jul15_18may15_PWD_m1_sp1_29.1_rev_8,1,1,,,2,35,77,,
20jul15_18may15_PWD_m1_sp1_29.1_rev,106,6.5238,0.061473,9,20jul15_18may15_PWD_m1_sp1_29.1_rev_9,1,1,,,2,24,84,,
20jul15_18may15_PWD_m1_sp1_29.2_rev,56,4.0088,0.071355,16,20jul15_18may15_PWD_m1_sp1_29.2_rev_16,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.2_rev,61,9.864,0.16207,3,20jul15_18may15_PWD_m1_sp1_29.2_rev_3,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.2_rev,113,4.6275,0.040993,4,20jul15_18may15_PWD_m1_sp1_29.2_rev_4,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.2_rev,89,4.3627,0.048909,5,20jul15_18may15_PWD_m1_sp1_29.2_rev_5,1,1,,,1,55,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,100,7.5662,0.075468,1,20jul15_18may15_PWD_m1_sp1_29.3_rev_1,1,1,,,2,28,84,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,128,6.3669,0.049816,10,20jul15_18may15_PWD_m1_sp1_29.3_rev_10,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,90,3.055,0.034005,11,20jul15_18may15_PWD_m1_sp1_29.3_rev_11,1,1,,,1,56,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,107,3.965,0.036902,12,20jul15_18may15_PWD_m1_sp1_29.3_rev_12,1,1,,,2,26,94,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,181,17.222,0.095338,13,20jul15_18may15_PWD_m1_sp1_29.3_rev_13,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,60,6.181,0.10263,15,20jul15_18may15_PWD_m1_sp1_29.3_rev_15,1,1,,,1,31,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,113,5.5157,0.048946,2,20jul15_18may15_PWD_m1_sp1_29.3_rev_2,1,1,,,2,43,100,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,43,4.0442,0.093477,6,20jul15_18may15_PWD_m1_sp1_29.3_rev_6,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,90,3.8393,0.042896,7,20jul15_18may15_PWD_m1_sp1_29.3_rev_7,1,1,,,2,20,80,,
20jul15_18may15_PWD_m1_sp1_29.3_rev,68,4.8256,0.070899,9,20jul15_18may15_PWD_m1_sp1_29.3_rev_9,1,1,,,2,26,60,,
20jul15_18may15_PWD_m1_sp1_30_rev,99,4.77,0.048388,1,20jul15_18may15_PWD_m1_sp1_30_rev_1,,,,,,,,,
20jul15_18may15_PWD_m1_sp1_30_rev,108,3.8851,0.035965,10,20jul15_18may15_PWD_m1_sp1_30_rev_10,1,0,,,2,33,93,,
20jul15_18may15_PWD_m1_sp1_30_rev,158,6.2313,0.039383,11,20jul15_18may15_PWD_m1_sp1_30_rev_11,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_30_rev,107,6.1576,0.057318,12,20jul15_18may15_PWD_m1_sp1_30_rev_12,1,1,,,2,36,103,,
20jul15_18may15_PWD_m1_sp1_30_rev,91,5.1339,0.056274,14,20jul15_18may15_PWD_m1_sp1_30_rev_14,1,0,,,2,22,83,,
20jul15_18may15_PWD_m1_sp1_30_rev,60,7.1816,0.11966,17,20jul15_18may15_PWD_m1_sp1_30_rev_17,1,0,,,1,54,,,
20jul15_18may15_PWD_m1_sp1_30_rev,128,3.4644,0.027047,2,20jul15_18may15_PWD_m1_sp1_30_rev_2,1,0,,,2,34,120,,
20jul15_18may15_PWD_m1_sp1_30_rev,119,6.6799,0.056018,5,20jul15_18may15_PWD_m1_sp1_30_rev_5,1,0,,,2,65,110,,
20jul15_18may15_PWD_m1_sp1_30_rev,73,6.7224,0.092092,6,20jul15_18may15_PWD_m1_sp1_30_rev_6,1,0,,,1,37,,,
20jul15_18may15_PWD_m1_sp1_30_rev,37,4.2424,0.11545,7,20jul15_18may15_PWD_m1_sp1_30_rev_7,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_30_rev,95,6.0367,0.063289,8,20jul15_18may15_PWD_m1_sp1_30_rev_8,1,0,,,1,50,,,
20jul15_18may15_PWD_m1_sp1_30_rev,99,2.6009,0.026183,9,20jul15_18may15_PWD_m1_sp1_30_rev_9,1,0,,,2,21,87,,
20jul15_18may15_PWD_m1_sp1_6_rev,86,3.6494,0.042345,1,20jul15_18may15_PWD_m1_sp1_6_rev_1,1,0,,2 cells but good segmentaion,1,63,,,
20jul15_18may15_PWD_m1_sp1_6_rev,109,7.2065,0.066217,12,20jul15_18may15_PWD_m1_sp1_6_rev_12,1,0,,,2,34,97,,
20jul15_18may15_PWD_m1_sp1_6_rev,63,3.0468,0.048122,13,20jul15_18may15_PWD_m1_sp1_6_rev_13,1,0,,,1,17,,,
20jul15_18may15_PWD_m1_sp1_6_rev,35,4.2217,0.12126,14,20jul15_18may15_PWD_m1_sp1_6_rev_14,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,122,6.6574,0.054406,15,20jul15_18may15_PWD_m1_sp1_6_rev_15,1,0,,,2,14,118,,
20jul15_18may15_PWD_m1_sp1_6_rev,67,3.3333,0.049704,16,20jul15_18may15_PWD_m1_sp1_6_rev_16,?,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,56,8.4468,0.15137,18,20jul15_18may15_PWD_m1_sp1_6_rev_18,?,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,92,2.9412,0.031911,2,20jul15_18may15_PWD_m1_sp1_6_rev_2,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,81,5.66,0.070075,20,20jul15_18may15_PWD_m1_sp1_6_rev_20,1,0,,,2,11,67,,
20jul15_18may15_PWD_m1_sp1_6_rev,105,3.9628,0.037893,21,20jul15_18may15_PWD_m1_sp1_6_rev_21,1,0,,,2,23,94,,
20jul15_18may15_PWD_m1_sp1_6_rev,95,4.2581,0.044615,22,20jul15_18may15_PWD_m1_sp1_6_rev_22,1,0,,,1,69,,,
20jul15_18may15_PWD_m1_sp1_6_rev,37,6.7647,0.18151,23,20jul15_18may15_PWD_m1_sp1_6_rev_23,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,79,5.333,0.067527,27,20jul15_18may15_PWD_m1_sp1_6_rev_27,1,0,,,1,56,,,
20jul15_18may15_PWD_m1_sp1_6_rev,94,6.9353,0.073634,3,20jul15_18may15_PWD_m1_sp1_6_rev_3,1,0,,,1,63,,,
20jul15_18may15_PWD_m1_sp1_6_rev,57,3.1071,0.054229,31,20jul15_18may15_PWD_m1_sp1_6_rev_31,?1,0,,,1?,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,44,8.4296,0.19235,36,20jul15_18may15_PWD_m1_sp1_6_rev_36,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,107,2.7273,0.025595,4,20jul15_18may15_PWD_m1_sp1_6_rev_4,1,0,,,2,12,95,,
20jul15_18may15_PWD_m1_sp1_6_rev,95,3.9924,0.042167,7,20jul15_18may15_PWD_m1_sp1_6_rev_7,1,1,,,1,39,,,
20jul15_18may15_PWD_m1_sp1_6_rev,47,6.6439,0.14106,8,20jul15_18may15_PWD_m1_sp1_6_rev_8,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_6_rev,131,3.1093,0.023822,9,20jul15_18may15_PWD_m1_sp1_6_rev_9,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,130,3.125,0.024091,1,20jul15_18may15_PWD_m1_sp1_9.1_rev_1,1,0,0,,3,9,82,128,
20jul15_18may15_PWD_m1_sp1_9.1_rev,111,5.0657,0.045699,10,20jul15_18may15_PWD_m1_sp1_9.1_rev_10,1,0,0,,2,11,101,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,62,7.1571,0.11618,11,20jul15_18may15_PWD_m1_sp1_9.1_rev_11,1,0,0,,1,60,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,87,13.26,0.15267,14,20jul15_18may15_PWD_m1_sp1_9.1_rev_14,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,38,4.7517,0.12578,16,20jul15_18may15_PWD_m1_sp1_9.1_rev_16,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,44,6.5228,0.14802,18,20jul15_18may15_PWD_m1_sp1_9.1_rev_18,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,52,4.1732,0.079864,2,20jul15_18may15_PWD_m1_sp1_9.1_rev_2,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,115,3.4124,0.029757,3,20jul15_18may15_PWD_m1_sp1_9.1_rev_3,1,0,0,,2,41,112,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,121,4.5268,0.037406,4,20jul15_18may15_PWD_m1_sp1_9.1_rev_4,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,65,4.3759,0.067669,5,20jul15_18may15_PWD_m1_sp1_9.1_rev_5,1,0,0,,2,18,57,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,125,8.4525,0.067452,8,20jul15_18may15_PWD_m1_sp1_9.1_rev_8,1,0,0,,1,81,,,
20jul15_18may15_PWD_m1_sp1_9.1_rev,94,10.5294,0.11249,9,20jul15_18may15_PWD_m1_sp1_9.1_rev_9,0,,,,,,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,49,1.2698,0.026131,10,20jul15_18may15_PWD_m2_sp1_10.2_rev_10,0,,,,,,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,47,6.9065,0.14813,11,20jul15_18may15_PWD_m2_sp1_10.2_rev_11,0,,,,,,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,73,7.422,0.10152,12,20jul15_18may15_PWD_m2_sp1_10.2_rev_12,1,1,1,,1,66,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,65,3.3306,0.051236,13,20jul15_18may15_PWD_m2_sp1_10.2_rev_13,0,,,,,,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,58,4.1267,0.071373,14,20jul15_18may15_PWD_m2_sp1_10.2_rev_14,0,,,,,,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,87,4.9668,0.05716,18,20jul15_18may15_PWD_m2_sp1_10.2_rev_18,1,0,0,,1,33,,,
20jul15_18may15_PWD_m2_sp1_10.2_rev,99,3.9463,0.039757,19,20jul15_18may15_PWD_m2_sp1_10.2_rev_19,1,0,0,,2,28,75,,
